Observation,TextUrn,Image,Comments
urn:cite:op:leiden1.79,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ο[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.348,0.2141,0.011,0.0113",
urn:cite:op:leiden1.80,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ι[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.356,0.2164,0.01,0.009",
urn:cite:op:leiden1.81,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@θ,"urn:cite:hmt:vaimg.VA168RN-0339@0.365,0.2156,0.015,0.0098",
urn:cite:op:leiden1.82,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ε[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.376,0.2156,0.014,0.0098",
urn:cite:op:leiden1.83,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@π[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.39,0.2156,0.014,0.0105",
urn:cite:op:leiden1.84,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ο[4],"urn:cite:hmt:vaimg.VA168RN-0339@0.401,0.2156,0.011,0.009",
urn:cite:op:leiden1.85,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@δ[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.408,0.2104,0.014,0.0143",
urn:cite:op:leiden1.86,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ω,"urn:cite:hmt:vaimg.VA168RN-0339@0.422,0.2141,0.013,0.0113",
urn:cite:op:leiden1.87,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ν,"urn:cite:hmt:vaimg.VA168RN-0339@0.435,0.2171,0.013,0.0113",
urn:cite:op:leiden1.88,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@π[4],"urn:cite:hmt:vaimg.VA168RN-0339@0.45,0.2164,0.013,0.0113",
urn:cite:op:leiden1.89,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@εσ,"urn:cite:hmt:vaimg.VA168RN-0339@0.463,0.2119,0.015,0.0165",εσ ligature
urn:cite:op:leiden1.90,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ε[4],"urn:cite:hmt:vaimg.VA168RN-0339@0.475,0.2111,0.013,0.0128",
urn:cite:op:leiden1.91,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ν[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.485,0.2141,0.013,0.0128",
urn:cite:op:leiden1.92,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ε[5],"urn:cite:hmt:vaimg.VA168RN-0339@0.5,0.2141,0.013,0.0128",
urn:cite:op:leiden1.93,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ν[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.51,0.2141,0.013,0.0128",
urn:cite:op:leiden1.94,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@κ[2],"urn:cite:hmt:vaimg.VA168RN-0339@0.521,0.2119,0.013,0.0128",
urn:cite:op:leiden1.95,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ο[5],"urn:cite:hmt:vaimg.VA168RN-0339@0.533,0.2171,0.007,0.0068",
urn:cite:op:leiden1.96,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ν[4],"urn:cite:hmt:vaimg.VA168RN-0339@0.539,0.2149,0.012,0.0098",
urn:cite:op:leiden1.97,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ι[3],"urn:cite:hmt:vaimg.VA168RN-0339@0.548,0.2141,0.012,0.0098",
urn:cite:op:leiden1.98,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@η,"urn:cite:hmt:vaimg.VA168RN-0339@0.557,0.2134,0.012,0.0098",
urn:cite:op:leiden1.99,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ι[4],"urn:cite:hmt:vaimg.VA168RN-0339@0.568,0.2141,0.006,0.0068",
urn:cite:op:leiden1.100,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@σ,"urn:cite:hmt:vaimg.VA168RN-0339@0.574,0.2141,0.008,0.0098",
urn:cite:op:leiden1.101,urn:cts:greekLit:tlg0012.tlg001.msA:13.205@ι[5],"urn:cite:hmt:vaimg.VA168RN-0339@0.58,0.2119,0.011,0.0113",
